,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
20050413,29805.257,28025.15,27220.964,26931.588,27244.717,28468.75,32188.48,38522.249,44427.08,46228.086,46298.103,45827.856,42610.587,42214.157,43501.786,43780.598,43611.254,42376.106,40813.845,41306.665,42233.381,40067.439,36519.605,33214.193
20050414,29848.9,28112.745,27288.723,26981.883,27122.692,28420.731,32231.538,38448.765,44431.557,46215.829,46273.602,45830.431,42373.241,41986.771,43222.324,43480.262,43299.931,42055.727,40548.057,40804.475,41695.626,39405.449,35879.428,32743.371
20050415,29447.118,27689.483,26919.157,26680.395,26730.245,27944.32,31669.806,37869.025,43503.501,45115.457,45158.531,44624.082,41509.5,40961.061,42382.667,42644.808,42394.695,41145.876,39632.442,40091.335,40897.748,38605.711,35163.438,31976.509
20050416,28861.504,27123.712,26085.861,25563.921,25347.03,25742.487,27866.329,31383.823,35144.143,37064.431,37033.861,36269.473,33767.062,31543.123,30799.069,30661.792,30565.336,30799.835,31448.835,33448.783,34852.694,33043.442,30785.206,28443.516
20050417,26236.885,24468.101,23430.914,22796.289,22619.77,22860.712,23281.523,24052.961,26562.297,28956.089,30008.694,30306.659,29694.467,28099.375,27384.472,26967.351,26707.843,26958.711,27950.399,30363.485,32584.86,31714.108,30025.207,27567.119
20050418,25112.364,23709.677,23048.3,22832.538,23253.946,25058.941,29951.181,36628.327,42803.842,44707.511,44851.556,44307.727,41078.468,41054.223,42350.796,42788.316,42695.951,41492.539,39856.747,40095.316,41121.695,39058.36,35413.195,32096.035
20050419,29091.826,27443.774,26623.834,26313.753,26552.016,27777.619,31559.802,37832.517,43779.157,45566.031,45495.595,44929.145,41668.816,41357.453,42692.411,42981.52,42908.993,41735.323,40251.346,40457.77,41518.984,39376.155,35736.581,32509.64
20050420,29457.291,27834.582,27024.363,26744.607,26976.301,28296.245,32272.069,38404.778,44146.977,45689.912,45543.174,45186.577,41865.263,41559.491,42784.12,43049.525,42770.824,41565.825,40123.899,40366.541,41235.934,38933.653,35231.946,32205.781
20050421,29427.434,27740.919,26923.136,26609.817,26698.336,27923.75,31786.895,38030.887,43727.456,45375.44,45379.587,44971.454,41606.103,41310.606,42557.041,42891.905,42696.286,41451.396,39917.624,40132.354,41280.894,39313.189,35752.823,32605.956
20050422,29498.414,27830.347,27018.219,26650.689,26729.411,27813.804,31465.048,37628.759,43299.546,45172.256,45162.295,44658.817,41494.388,41026.552,42287.025,42525.651,42272.688,41131.73,39635.256,39780.929,40691.921,38626.791,35130.121,31979.251
20050423,29309.952,27582.512,26498.726,25961.787,25750.219,26109.803,27732.64,31345.886,35305.83,37257.283,37232.785,36356.032,34019.925,32010.407,31201.117,31060.583,30990.849,31183.314,31781.15,33343.468,34573.681,33000.573,30652.461,28369.403
20050424,25973.945,24293.019,23238.149,22638.456,22496.046,22618.797,22818.529,23684.666,26168.038,28345.52,29287.878,29598.313,29097.92,27473.656,26865.604,26447.265,26053.668,26146.023,27039.078,28910.722,31437.416,30823.793,29083.229,26828.217
20050425,24971.917,23297.435,22269.287,21740.519,21310.737,21303.701,21699.394,23623.942,26130.993,27787.212,28474.001,28597.694,27907.775,26577.901,26244.733,26054.316,25768.587,25773.241,26519.947,28236.42,30817.123,30128.71,28576.397,26159.512
20050426,24694.584,23204.595,22580.054,22473.944,23029.743,24758.206,29646.668,36268.292,41964.455,43678.331,43724.013,43337.76,40147.546,39977.402,41280.227,41880.569,41791.639,40735.466,39487.025,39778.734,40625.36,38631.841,34830.953,31470.675
20050427,29293.477,27711.566,26924.414,26652.527,26863.084,28054.558,31869.45,38257.421,43885.798,45500.655,45411.105,45107.414,41849.288,41539.035,42851.14,43196.313,42971.676,41673.06,40041.023,40234.731,41253.439,39213.81,35573.048,32479.423
20050428,29408.507,27770.418,26954.119,26656.287,26684.094,27890.893,31638.555,37935.606,43678.993,45384.067,45359.643,44929.861,41609.21,41248.893,42483.838,42799.439,42602.91,41320.369,39818.854,40006.527,41103.153,38957.878,35482.195,32391.335
20050429,29564.282,28042.272,27199.681,26918.824,27064.308,28166.953,31813.884,38002.747,43576.13,45288.774,45256.606,44853.917,41575.277,41179.621,42449.567,42650.765,42377.199,41128.879,39569.221,39560.217,40482.491,38629.965,34962.295,31849.87
20050430,29241.355,27444.719,26431.841,25955.764,25826.656,26098.364,27621.633,31185.405,35063.189,37028.414,36966.14,35945.316,33521.039,31412.451,30859.41,30739.391,30617.681,30626.153,31128.556,32814.637,34129.862,32681.356,30291.719,27966.881
20050501,25696.363,23950.346,22845.613,22271.372,21793.552,21581.832,20826.87,22227.515,24920.591,27267.627,28074.635,27959.524,27128.23,25517.418,24930.659,24450.618,24102.89,24218.007,24845.806,26327.985,28594.454,29055.473,27694.878,25856.828
20050502,23699.148,22238.734,21604.599,21500.361,22039.864,23745.396,28528.69,35468.6,41513.608,43515.5,43683.626,43625.65,40622.846,40581.776,42014.002,42313.043,42118.779,41069.623,39761.668,39573.766,40035.788,38466.522,34820.859,31759.931
20050503,29005.348,27327.966,26481.99,26233.555,26489.831,27534.825,30983.33,37559.035,43289.295,45143.309,45244.637,44973.774,41880.711,41451.097,42800.494,43193.226,43134.241,42141.916,40536.726,40051.901,40541.315,39194.651,35619.563,32473.319
20050504,29420.68,27769.553,26898.232,26582.444,26869.18,27809.705,31110.556,37752.281,43447.931,45321.263,45426.164,45155.353,42010.567,41524.906,42899.658,43307.556,43222.079,42208.758,40570.345,40141.551,40524.401,39246.786,35664.339,32506.006
20050505,29705.19,28151.693,27204.381,26883.306,27104.006,27899.612,31108.271,37622.186,43174.352,44994.68,45089.134,44771.109,41614.504,41111.17,42401.633,42841.782,42795.534,41719.084,40199.465,39683.908,40127.608,39050.607,35526.303,32454.451
20050506,29408.987,27784.046,26956.466,26561.255,26706.095,27647.042,30910.781,37282.546,42768.455,44773.678,44817.353,44543.971,41356.171,40701.829,42011.374,42373.232,42276.336,41297.633,39865.231,39426.767,39730.014,38527.733,35112.457,32197.824
20050507,29152.245,27213.533,26207.752,25745.117,25565.753,25617.404,26708.561,30780.965,34586.232,36390.623,36439.236,35539.588,33077.33,30972.83,30508.308,30255.94,30151.738,30244.892,30680.319,31723.243,32872.222,32712.327,30592.746,28286.096
20050508,26042.392,24340.354,23388.424,22779.79,22597.048,22520.308,22018.067,23515.306,26051.317,28189.818,29071.159,29276.015,28715.16,27152.454,26495.82,26160.166,25803.364,25972.816,26877.845,28260.078,30354.054,31130.083,29522.403,27203.636
20050509,24406.707,23183.418,22598.849,22433.601,22816.79,24345.509,28677.172,35481.273,41234.684,43027.291,43196.185,43201.122,40356.405,40243.122,41336.395,41665.098,41582.889,40464.738,39000.672,38555.663,39157.902,37989.292,34367.727,31291.804
20050510,28599.255,27102.969,26237.793,25902.974,26156.62,27027.344,30426.68,36956.554,42432.037,44262.336,44468.344,44220.804,41097.96,40785.812,42027.348,42411.44,42451.599,41360.634,39601.766,39049.443,39519.906,38272.077,34864.805,31825.898
20050511,29039.616,27587.983,26784.24,26527.146,26719.262,27482.115,30705.015,37289.872,42876.819,44687.463,44914.944,44667.687,41492.417,41030.955,42268.765,42708.583,42644.289,41497.291,39653.464,39092.532,39360.717,38163.385,34642.428,31558.231
20050512,29071.132,27672.413,26820.266,26598.372,26781.235,27667.691,30961.965,37378.555,42787.759,44551.592,44754.328,44433.9,41154.472,40682.727,41872.97,42261.532,42185.775,41121.45,39595.927,39096.279,39382.654,38222.594,34763.499,31753.997
20050513,29105.173,27565.928,26797.741,26480.597,26696.497,27579.564,30739.186,37056.681,42430.735,44250.659,44409.592,44205.902,41085.782,40561.683,41802.679,42250.974,42071.318,40849.536,39243.481,38794.658,38994.173,37906.627,34459.647,31435.171
20050514,29331.518,27522.457,26575.05,26119.328,25935.866,25868.069,26790.985,30956.736,34763.153,36564.241,36482.508,35574.544,33334.291,31336.041,30728.564,30528.674,30348.028,30389.599,30894.342,31839.985,32945.455,32730.553,30601.43,28311.038
20050515,25986.939,24284.553,23311.656,22712.63,22510.25,22045.37,21554.746,23178.677,25624.529,27746.807,28478.462,28524.478,27979.719,26509.422,25864.496,25555.245,25295.857,25413.965,26175.89,27399.316,29097.158,30515.963,29182.302,27054.784
20050516,25027.767,23589.52,22964.459,22826.762,23168.671,24271.879,28499.268,35465.618,41343.167,43228.657,43454.7,43433.502,40576.082,40585.612,41981.056,42361.427,42239.925,40967.114,39158.077,38265.58,38335.255,38095.473,34843.002,31820.507
20050517,29124.283,27495.054,26748.247,26503.001,26676.558,27362.713,30736.769,37363.849,42886.56,44586.288,44671.647,44435.81,41420.666,41169.749,42555.871,42896.344,42718.581,41374.025,39611.119,38868.131,38903.439,38646.989,35447.573,32536.763
20050518,29422.101,28033.402,27104.978,26819.301,27002.214,27524.732,30613.343,37205.56,42698.465,44464.319,44737.883,44575.18,41492.07,41201.152,42406.714,42792.872,42547.838,41366.532,39360.693,38663.004,38771.761,38418.229,35202.958,32176.886
20050519,29418.312,27775.581,27035.23,26706.678,26906.395,27619.57,30581.95,36987.757,42508.332,44345.498,44764.996,44647.253,41485.898,41144.016,42378.15,42751.67,42571.466,41330.589,39546.336,38536.272,38361.762,38245.065,35196.115,32243.771
20050520,29461.105,27888.668,27046.513,26672.855,26795.799,27525.328,30578.615,37019.498,42447.507,44288.617,44475.092,44191.137,41217.168,40786.38,41996.976,42344.535,42156.426,40832.592,39018.948,38220.613,38308.323,38159.703,35139.067,32212.882
20050521,29296.59,27656.963,26708.589,26202.905,26009.946,25739.609,26718.397,30796.235,34597.282,36406.275,36444.919,35563.325,33250.46,31367.276,30720.912,30582.819,30568.412,30728.996,31059.979,31626.997,32135.139,32238.711,30280.958,28128.229
20050522,25913.282,24394.528,23353.892,22789.132,22595.101,22125.024,21727.475,23323.03,25689.487,27734.182,28531.537,28708.211,28137.945,26743.941,26227.931,25866.248,25560.202,25696.381,26375.072,27567.526,29308.463,30609.525,29304.862,27081.364
20050523,24926.607,23624.565,22939.082,22742.451,23102.826,24238.936,28531.471,35291.438,40987.867,42813.025,43168.663,43136.961,40297.044,40371.934,41791.402,42135.914,41928.306,40682.49,38853.683,38114.081,38310.071,38112.159,34944.828,31986.157
20050524,29327.671,27746.316,26930.545,26691.247,26802.647,27431.947,30707.998,37084.836,42534.635,44373.971,44623.783,44393.612,41318.749,41004.541,42372.398,42761.566,42726.547,41498.837,39595.72,38747.56,38883.585,38565.511,35432.453,32460.327
20050525,29531.639,28026.251,27222.06,26902.999,26990.407,27569.912,30807.662,37115.427,42546.365,44393.61,44683.781,44500.809,41460.506,41243.094,42497.429,42880.963,42757.086,41580.541,39833.579,38870.051,38896.103,38422.993,35344.139,32421.526
20050526,29361.841,27805.873,27085.52,26754.614,26905.093,27523.72,30694.481,37061.819,42461.176,44250.531,44590.818,44337.127,41157.462,40843.174,42109.164,42602.117,42382.562,41094.16,39411.255,38422.422,38595.34,38297.315,35262.151,32306.263
20050527,29628.803,28079.565,27217.228,26910.148,27116.398,27731.343,30778.828,37196.906,42664.248,44431.067,44719.17,44644.431,41716.122,41421.754,42547.515,43042.859,42753.368,41452.2,39652.043,38728.274,38712.404,38348.43,35500.936,32538.52
20050528,29674.894,28241.456,27226.225,26704.189,26518.927,26037.995,26937.634,30965.488,34728.26,36590.617,36780.338,36039.647,33876.006,31919.212,31160.728,31064.736,31156.48,31537.563,31775.419,32224.958,32643.541,32518.452,30695.2,28497.502
20050529,26294.075,24670.252,23638.61,23047.393,22893.183,22341.977,21894.067,23529.793,26072.534,28272.307,29124.605,29325.753,28796.859,27404.089,26794.425,26433.492,26225.77,26462.748,27081.678,28078.764,29554.25,30801.935,29502.458,27311.118
20050530,25215.523,23820.517,23163.868,23007.534,23537.77,24550.437,28611.345,35647.589,41645.509,43528.186,43840.11,43844.492,41081.622,41301.402,42610.806,43010.693,42883.023,41776.391,39976.906,38807.354,38852.223,38451.924,35518.988,32336.632
20050531,29579.639,27870.688,27164.807,26881.719,26998.759,27460.025,30698.758,37111.854,42575.609,44467.536,44654.414,44412.922,41578.731,41408.228,42428.582,42710.171,42583.753,41609.688,40047.85,39008.905,39197.594,38842.714,35867.574,32816.824
20050601,30365.845,28523.114,27566.839,27179.167,27305.411,27602.293,31678.519,36451.969,42050.482,44336.685,44833.315,44800.168,42195.151,41821.691,42704.244,43199.956,43352.786,42169.163,40238.948,38879.797,38277.152,38138.912,35784.093,33016.928
20050602,30280.214,28848.294,27512.654,26631.145,26244.06,25049.66,23943.122,25612.056,28108.56,30504.136,31529.418,31877.686,31888.647,30392.468,29473.061,29082.01,28839.036,29019.647,29603.079,30337.244,31942.865,33334.917,32191.359,29763.601
20050603,26925.99,25424.961,24629.45,24316.773,24503.503,24937.079,28801.317,33035.791,38023.444,40223.204,40685.107,40708.376,39144.299,38457.575,39067.534,39424.486,39489.702,39065.477,38282.631,36914.383,36168.098,36426,34892.079,32166.31
20050604,29519.544,27680.369,26771.89,26220.917,26092.82,25691.602,26651.202,30473.676,34167.51,36231.845,36516.879,35974.03,34190.817,32433.112,31724.423,31460.062,31784.815,32147.524,32436.728,32656.691,32677.407,33274.739,31702.832,29547.422
20050605,27565.839,25640.318,24586.937,23987.775,23704.972,23111.136,22831.348,24376.39,26582.29,28519.546,29436.71,29675.947,29404.148,28056.825,27337.549,27033.966,26909.179,27229.112,27988.387,28745.286,29833.191,31561.721,30822.617,28736.749
20050606,26233.757,24757.18,24055.846,23880.506,24238.526,25079.553,30623.974,35670.957,41969.375,44276.502,44914.512,45138.678,42577.973,42795.249,44174.27,44640.635,44654.794,43298.392,41317.242,39773.841,39198.189,39587.147,36951.108,34014.266
20050607,31282.847,29460.006,28603.843,28146.004,28257.735,28574.599,33106.777,38025.649,43881.6,46197.923,46786.705,46861.335,43994.032,43686.625,44900.087,45413.141,45478.289,44156.594,42030.225,40450.989,39873.05,40223.707,37399.437,34453.195
20050608,31508.246,29847.896,28993.645,28678.174,28808.765,29095.107,33460.168,38423.325,44336.244,46627.403,47159.319,47085.521,44217.132,44026.947,45167.756,45566.772,45721.675,44400.743,42357.636,40871.105,40205.989,40497.549,37691.416,34748.456
20050609,31760.993,30146.507,29227.586,28770.716,28796.54,29060.59,33522.718,38384.883,44127.649,46435.979,47038.396,47071.656,44106.609,43885.25,45125.442,45581.606,45673.926,44323.004,42193.244,40667.583,39994.308,40274.744,37521.265,34586.233
20050610,31163.359,29643.146,28652.23,28026.761,28041.824,28161.461,32261.329,36911.223,42699.973,44953.413,45534.18,45609.552,42696.849,42449.008,43680.622,44097.196,44088.784,42685.994,40497.715,39055.229,38277.712,38645.25,36139.49,33331.649
20050611,29455.932,27852.41,26646.933,25856.133,25823.809,25350.991,26688.036,30470.785,34091.198,36126.999,36413.356,35807.302,33725.72,31841.339,31500.19,31347.049,31537.077,31736.446,31990.264,32137.093,32041.578,32541.61,30960.668,28907.212
20050612,27112.88,25674.087,24621.456,23840.67,23640.61,23066.191,22717.103,24081.861,26144.259,27920.846,28803.416,29042.7,28630.438,27330.606,26729.731,26338.973,26222.934,26470.592,27149.392,28049.418,29042.292,30630.751,29929.566,27979.654
20050613,25949.118,24648.523,23872.931,23512.399,23900.607,24943.201,30269.894,35409.388,41744.253,44113.757,44759.984,44848.395,42149.782,42434.43,43687.965,44076.977,44111.331,42745.924,40644.564,39124.362,38548.949,38914.969,36376.525,33543.584
20050614,30375.655,28709.904,27866.191,27538.085,27683.163,27993.092,32471.041,37355.476,43057.319,45440.732,46051.816,46018.371,43206.676,43035.463,44112.26,44567.829,44717.282,43310.206,41226.226,39781.249,39044.305,39154.552,36576.852,33831.39
20050615,30728.262,29048.075,28217.027,27862.493,27931.797,28320.595,32738.502,37446.076,43245.415,45627.608,46192.056,46175.464,43337.397,43097.697,44121.071,44489.964,44598.252,43220.325,41158.031,39650.737,38926.473,39210.545,36593.778,33852.859
20050616,31133.193,29303.943,28484.68,28081.542,28038.452,28341.531,32666.758,37476.604,43253.324,45649.093,46215.451,46222.378,43299.399,43043.701,44259.776,44649.582,44758.211,43476.454,41490.263,40071.245,39405.545,39577.811,36865.603,34052.699
20050617,30986.362,29318.854,28379.289,27965.372,28151.061,28462.446,32737.914,37659.996,43390.212,45616.9,46165.026,46179.331,43349.016,43185.372,44263.024,44634.471,44657.622,43394.254,41395.481,39994.177,39172.495,39167.936,36807.056,34017.653
20050618,31331.091,29615.557,28460.556,27874.128,27670.829,27123.598,28133.283,32000.461,35849.87,38007.72,38337.171,37738.015,35704.214,33838.891,32956.43,32736.489,32974.57,33320.451,33528.769,33587.697,33352.882,33630.321,32270.169,30104.951
20050619,27977.041,26218.384,25228.617,24676.364,24460.974,23847.731,23396.745,24861.926,27039.621,28944.219,29880.848,30073.996,29621.596,28477.443,27877.216,27459.524,27351.162,27710.259,28474.57,29265.251,30241.113,31841.729,31202.833,29122.627
20050620,26674.072,25209.796,24539.009,24265.43,24667.109,25668.155,30951.611,36092.308,42306.059,44933.794,45608.597,45722.202,43070.735,43333.423,44655.409,45100.393,45187.708,43761.045,41663.136,40249.616,39661.511,39694.533,37054.396,34152.208
20050621,31706.08,29828.469,28857.261,28340.866,28478.749,28908.449,33096.527,38043.431,44013.923,46531.428,47170.136,47218.249,44424.04,44184.968,45258.341,45742.574,45735.101,44460.389,42494.474,41131.33,40217.022,40041.213,37918.535,35015.448
20050622,31791.451,30054.86,29125.496,28749.359,28816.863,29118.089,33359.399,38478.327,44296.163,46788.128,47425.713,47408.643,44644.729,44535.466,45600.242,46024.775,46179.502,44910.684,42875.96,41464.026,40678.543,40533.022,37925.971,35102.624
20050623,32001.303,30231.752,29191.869,28783.473,28797.941,29075.213,33458.986,38302.165,44243.414,46735.239,47355.7,47333.113,44407.675,44190.656,45312.854,45833.231,45955.622,44530.904,42486.011,41171.344,40567.846,40671.087,38087.314,35147.59
20050624,32332.34,30441.752,29379.374,28886.021,29027.303,29221.339,33332.263,38217.92,44188.45,46672.18,47377.491,47373.646,44613.548,44534.506,45606.701,46053.34,46152.152,44908.318,42927.807,41398.611,40562.409,40526.607,38102.322,35101.733
20050625,32069.24,30087.638,28906.234,28250.895,28085.865,27501.075,28506.173,32459.015,36376.166,38731.214,39275.895,38693.036,36575.629,34613.686,33665.817,33426.606,33708.97,33993.234,34276.694,34433.295,34220.004,34409.027,32850.184,30691.507
20050626,28702.054,26977.202,25906.113,25296.316,24560.167,23835.496,23473.943,25571.053,27901.959,29875.9,30885.396,31197.447,30771.812,29534.174,28793.767,28371.645,28224.06,28666.015,29478.269,30214.245,31310.169,32746.701,32270.792,29789.794
20050627,28411.773,26627.251,26000.181,25695.962,26104.111,27230.656,31854.924,37181.917,43614.728,46272.516,47121.306,47360.823,46171.912,46127.941,47276.459,47628.679,47911.449,46843.321,44917.687,43009.271,41745.946,41301.391,39081.804,36068.538
20050628,33746.811,31573.079,30705.77,30135.207,30147.879,30213.437,34035.389,39440.95,45520.834,48271.376,49045.315,49195.666,47184.184,46993.497,48008.96,48131.385,48368.649,47376.627,45351.198,43569.235,42806.326,42560.252,40659.299,37630.356
20050629,34213.678,31792.452,30803.686,30373.518,30367.423,30612.105,34744.498,40471.619,46806.095,49789.557,50712.831,50760.531,48119.57,48131.303,49189.307,49659.645,49798.782,48570.856,46290.134,44466.792,43539.899,43327.453,40762.481,37752.713
20050630,34329.662,32041.628,30981.764,30502.586,30587.113,30818.567,35008.358,40543.067,47128.437,50074.523,50901.505,51010.922,48431.906,48374.511,49430.645,49802.301,49896.849,48625.531,46202.628,44525.53,43962.957,43764.265,40757.006,37853.346
20050701,34055.262,32132.314,31084.769,30502.424,30436.009,30862.281,33866.748,39603.184,45543.391,48474.354,49254.857,49446.678,47061.34,46886.13,47679.245,47870.165,47785.387,46718.791,44813.191,43033.736,41991.073,41638.718,39038.544,36399.756
20050702,33054.092,31141.26,30005.089,29266.088,28983.073,28443.886,29197.938,32775.39,36368.061,38732.978,39534.3,39067.78,37005.139,35195.491,34076.036,33689.872,33972.338,34333.678,34623.125,34673.448,34303.553,34566.466,33329.658,31240.526
